wkt_geom,name,folders,Substation Longitude,Substation Latitude,Number
PointZ (-92.68677436800490455 43.54492091881260052 0),ADAMS 7 6,Buses,-92.68677437,43.54492092,51925
PointZ (-92.68461436800490105 43.54549498629779691 0),ADAMS 7 7,Buses,-92.68461437,43.54549499,51926
PointZ (-92.67741436800490362 43.55280080536260101 0),ADAMS 7 8,Buses,-92.67741437,43.55280081,51927
PointZ (-96.5887170734873024 40.42583421877230165 0),ADAMS 8 1,Buses,-96.58871707,40.42583422,66731
PointZ (-98.10648089007139561 48.39107842704689944 0),ADAMS 9 1,Buses,-98.10648089,48.39107843,69540
PointZ (-75.95803935416179797 43.80919325531780117 0),ADAMS CENTER 1,Buses,-75.95803935,43.80919326,8343
PointZ (-77.41275429687880205 39.22664081646600209 0),ADAMSTOWN 1,Buses,-77.4127543,39.22664082,16811
PointZ (-87.04628994799860209 33.64243664062590256 0),ADAMSVILLE 1 1,Buses,-87.04628995,33.64243664,29106
PointZ (-88.38644702271280096 35.21128075298379656 0),ADAMSVILLE 2 1,Buses,-88.38644702,35.21128075,31568
PointZ (-89.67832066390150203 38.34986421255400302 0),ADDIEVILLE 1,Buses,-89.67832066,38.34986421,46222
PointZ (-67.74952541406490525 44.55472359048160058 0),ADDISON 1 1,Buses,-67.74952541,44.55472359,697
PointZ (-67.738725414064902 44.55215823884859816 0),ADDISON 1 2,Buses,-67.73872541,44.55215824,698
PointZ (-67.738725414064902 44.55728881974999922 0),ADDISON 1 3,Buses,-67.73872541,44.55728882,699
PointZ (-77.33792666084990231 42.1968335400135004 0),ADDISON 2 1,Buses,-77.33792666,42.19683354,9167
PointZ (-77.299378464807603 42.16341038923499696 0),ADDISON 3 1,Buses,-77.29937846,42.16341039,9168
PointZ (-77.27507682548809953 42.13322756014679982 0),ADDISON 4 1,Buses,-77.27507683,42.13322756,9169
PointZ (-87.93417888099610025 41.92662272497580034 0),ADDISON 5 1,Buses,-87.93417888,41.92662272,43599
PointZ (-87.93255888099609763 41.92702448360749656 0),ADDISON 5 2,Buses,-87.93255888,41.92702448,43600
PointZ (-88.02179879805279938 41.95647123233079867 0),ADDISON 6 1,Buses,-88.0217988,41.95647123,43601
PointZ (-87.98420199882569648 41.93232334958999985 0),ADDISON 7 1,Buses,-87.984202,41.93232335,43602
PointZ (-83.41817975830980458 31.18179070206490167 0),ADEL 1 1,Buses,-83.41817976,31.1817907,25122
PointZ (-83.54211797751689517 31.17999563839250143 0),ADEL 2 1,Buses,-83.54211798,31.17999564,25123
PointZ (-83.43700799712679839 31.14338005178570157 0),ADEL 3 1,Buses,-83.437008,31.14338005,25124
PointZ (-93.94092149062680619 41.63555632748430213 0),ADEL 4 1,Buses,-93.94092149,41.63555633,52814
PointZ (-93.9366014906267992 41.63555632748430213 0),ADEL 4 2,Buses,-93.93660149,41.63555633,52815
PointZ (-94.05981907183370083 41.59577965198869975 0),ADEL 5 1,Buses,-94.05981907,41.59577965,52816
PointZ (-94.0806764674333067 41.66074489366239675 0),ADEL 6 1,Buses,-94.08067647,41.66074489,52817
PointZ (-94.07347646743329506 41.65751736572310193 0),ADEL 6 2,Buses,-94.07347647,41.65751737,52818
PointZ (-94.08283646743329598 41.65531179620789715 0),ADEL 6 3,Buses,-94.08283647,41.6553118,52819
PointZ (-94.0806764674333067 41.65482763814050315 0),ADEL 6 4,Buses,-94.08067647,41.65482764,52820
PointZ (-94.07347646743329506 41.66074489366239675 0),ADEL 6 5,Buses,-94.07347647,41.66074489,52821
PointZ (-94.0806764674333067 41.65751736572310193 0),ADEL 6 7,Buses,-94.08067647,41.65751737,52822
PointZ (-86.21514545214310488 36.60181064794320349 0),ADOLPHUS 1 1,Buses,-86.21514545,36.60181065,32546
PointZ (-86.25219756536620253 36.67001388426049857 0),ADOLPHUS 2 1,Buses,-86.25219757,36.67001388,32547
PointZ (-79.48367561349959942 40.87670973143030295 0),ADRIAN 1 1,Buses,-79.48367561,40.87670973,16044
PointZ (-79.47935561349960665 40.87398764605870127 0),ADRIAN 1 2,Buses,-79.47935561,40.87398765,16045
PointZ (-79.48367561349959942 40.86908760954879938 0),ADRIAN 1 3,Buses,-79.48367561,40.86908761,16046
PointZ (-79.48367561349959942 40.87344321437139882 0),ADRIAN 1 4,Buses,-79.48367561,40.87344321,16047
PointZ (-79.47935561349960665 40.8772541342855007 0),ADRIAN 1 6,Buses,-79.47935561,40.87725413,16048
PointZ (-84.07812536571199757 41.92490615032279777 0),ADRIAN 2 1,Buses,-84.07812537,41.92490615,40143
PointZ (-84.10857529696629342 41.85496833572459963 0),ADRIAN 3 1,Buses,-84.1085753,41.85496834,40144
PointZ (-84.07133974407290111 41.82382413520439712 0),ADRIAN 4 1,Buses,-84.07133974,41.82382414,40145
PointZ (-84.11057269343740472 41.9280906675226035 0),ADRIAN 5 1,Buses,-84.11057269,41.92809067,40146
PointZ (-95.8554400959269941 43.65287093553070008 0),ADRIAN 6 1,Buses,-95.8554401,43.65287094,51002
PointZ (-94.34333589662280417 38.34531808834230304 0),ADRIAN 7 1,Buses,-94.3433359,38.34531809,57126
PointZ (-94.44220208217349466 38.45092932774389993 0),ADRIAN 8 1,Buses,-94.44220208,38.45092933,57127
PointZ (-80.41172877434239297 35.941841930514002 0),ADVANCE 1 1,Buses,-80.41172877,35.94184193,20184
PointZ (-80.46270088722289415 35.87358119595219819 0),ADVANCE 2 1,Buses,-80.46270089,35.8735812,20185
PointZ (-89.93804703336910222 37.0761974336967981 0),ADVANCE 3 1,Buses,-89.93804703,37.07619743,55443
PointZ (-89.94020703336910572 37.07269326131999776 0),ADVANCE 3 2,Buses,-89.94020703,37.07269326,55444
PointZ (-89.94020703336910572 37.07154431791180116 0),ADVANCE 3 3,Buses,-89.94020703,37.07154432,55445
PointZ (-89.93804703336910222 37.07217624039520132 0),ADVANCE 3 4,Buses,-89.93804703,37.07217624,55446
PointZ (-89.93084703336910479 37.07677187128759755 0),ADVANCE 3 5,Buses,-89.93084703,37.07677187,55447
PointZ (-89.93084703336910479 37.07389963357969975 0),ADVANCE 3 7,Buses,-89.93084703,37.07389963,55448
PointZ (-89.88083590504810161 36.98046129979479701 0),ADVANCE 4 1,Buses,-89.88083591,36.9804613,55449
PointZ (-75.60085810003309348 42.22052341734779901 0),AFTON 1 1,Buses,-75.6008581,42.22052342,7470
PointZ (-75.5965381000331007 42.21999021002589814 0),AFTON 1 2,Buses,-75.5965381,42.21999021,7471
PointZ (-78.71288273819929771 37.97193350273659718 0),AFTON 2 1,Buses,-78.71288274,37.9719335,17522
PointZ (-78.78445888997420354 38.00598123175240062 0),AFTON 3 1,Buses,-78.78445889,38.00598123,17523
PointZ (-94.11151347698249481 41.05396700760599771 0),AFTON 4 1,Buses,-94.11151348,41.05396701,54213
PointZ (-94.10719347698250203 41.05070925252189795 0),AFTON 4 2,Buses,-94.10719348,41.05070925,54214
PointZ (-94.10719347698250203 41.05450995012090232 0),AFTON 4 3,Buses,-94.10719348,41.05450995,54215
PointZ (-94.19646289806370021 40.96556636064759971 0),AFTON 5 1,Buses,-94.1964629,40.96556636,54216
PointZ (-94.18566289806369696 40.96556636064759971 0),AFTON 5 2,Buses,-94.1856629,40.96556636,54217
PointZ (-94.20375602027189643 41.10791604688090217 0),AFTON 6 1,Buses,-94.20375602,41.10791605,54218
PointZ (-94.19943602027190366 41.10791604688090217 0),AFTON 6 2,Buses,-94.19943602,41.10791605,54219
PointZ (-94.89495823890099757 36.67254914507490327 0),AFTON 7 1,Buses,-94.89495824,36.67254915,62330
PointZ (-95.00438892347840181 36.71605598511130353 0),AFTON 8 1,Buses,-95.00438892,36.71605599,62331
PointZ (-94.9754847872141994 36.60637192781209848 0),AFTON 9 1,Buses,-94.97548479,36.60637193,62332
PointZ (-72.61493042364600115 41.99146792757660052 0),AGAWAM 1 1,Buses,-72.61493042,41.99146793,3052
PointZ (-72.60557042364600022 41.98713317597849937 0),AGAWAM 1 2,Buses,-72.60557042,41.98713318,3053
PointZ (-72.60557042364600022 41.98606282207649798 0),AGAWAM 1 3,Buses,-72.60557042,41.98606282,3054
PointZ (-72.60773042364600371 41.98665152030490333 0),AGAWAM 1 4,Buses,-72.60773042,41.98665152,3055
PointZ (-72.60773042364600371 41.99093279028439696 0),AGAWAM 1 5,Buses,-72.60773042,41.99093279,3056
PointZ (-72.61493042364600115 41.98825702859500097 0),AGAWAM 1 7,Buses,-72.61493042,41.98825703,3057
PointZ (-72.63128838650280272 42.08977812656139861 0),AGAWAM 2 1,Buses,-72.63128839,42.08977813,3058
PointZ (-72.62696838650279574 42.09031243205910044 0),AGAWAM 2 2,Buses,-72.62696839,42.09031243,3059
PointZ (-72.64514007522879524 42.0511575998279028 0),AGAWAM 3 1,Buses,-72.64514008,42.0511576,4230
PointZ (-72.64730007522879873 42.05110413602839969 0),AGAWAM 3 2,Buses,-72.64730008,42.05110414,4231
PointZ (-72.63794007522879781 42.05062296464480198 0),AGAWAM 3 3,Buses,-72.63794008,42.05062296,4232
PointZ (-76.97488731603840506 36.33616054670999773 0),AHOSKIE 1 1,Buses,-76.97488732,36.33616055,19771
PointZ (-76.96408731603840181 36.33036033845689872 0),AHOSKIE 1 2,Buses,-76.96408732,36.33036034,19772
PointZ (-76.96408731603840181 36.33761052867350116 0),AHOSKIE 1 3,Buses,-76.96408732,36.33761053,19773
PointZ (-76.92541200895759346 36.31078222421420065 0),AHOSKIE 2 1,Buses,-76.92541201,36.31078222,19774
PointZ (-76.99424036678280459 36.27290746209700245 0),AHOSKIE 3 1,Buses,-76.99424037,36.27290746,19775
PointZ (-76.98344036678280133 36.27435862061599892 0),AHOSKIE 3 2,Buses,-76.98344037,36.27435862,19776
PointZ (-81.72093518384369304 33.54039977194260302 0),AIKEN 1 1,Buses,-81.72093518,33.54039977,22367
PointZ (-81.71337369429660669 33.65947328595559895 0),AIKEN 2 1,Buses,-81.71337369,33.65947329,22368
PointZ (-81.70617369429659504 33.65767539793120022 0),AIKEN 2 2,Buses,-81.70617369,33.6576754,22369
PointZ (-81.71553369429659597 33.65641685428789742 0),AIKEN 2 3,Buses,-81.71553369,33.65641685,22370
PointZ (-81.71337369429660669 33.65587747450960165 0),AIKEN 2 4,Buses,-81.71337369,33.65587747,22371
PointZ (-81.70617369429659504 33.66007257217020054 0),AIKEN 2 5,Buses,-81.70617369,33.66007257,22372
PointZ (-81.71481769855799371 33.58416803006510065 0),AIKEN 3 1,Buses,-81.7148177,33.58416803,22373
PointZ (-81.71049769855800093 33.58536764629189975 0),AIKEN 3 2,Buses,-81.7104977,33.58536765,22374
PointZ (-81.75183691626729399 33.51059115137770306 0),AIKEN 4 1,Buses,-81.75183692,33.51059115,22375
PointZ (-81.81982197555259972 33.41533300860749733 0),AIKEN 5 1,Buses,-81.81982198,33.41533301,22376
PointZ (-81.82778741810939493 33.529593473585102 0),AIKEN 6 1,Buses,-81.82778742,33.52959347,22377
PointZ (-81.77605823316190481 33.52030714119140242 0),AIKEN 7 1,Buses,-81.77605823,33.52030714,22378
PointZ (-81.77173823316189782 33.52450882988269854 0),AIKEN 7 2,Buses,-81.77173823,33.52450883,22379
PointZ (-81.56786970137019921 33.668352344971197 0),AIKEN 8 1,Buses,-81.5678697,33.66835234,22380
PointZ (-91.5926975574435005 41.40639484570490225 0),AINSWORTH 1 1,Buses,-91.59269756,41.40639485,54248
PointZ (-91.58837755744349352 41.40693486930759803 0),AINSWORTH 1 2,Buses,-91.58837756,41.40693487,54249
PointZ (-91.52022347673859315 41.28698028531020014 0),AINSWORTH 2 1,Buses,-91.52022348,41.28698029,54250
PointZ (-99.90394417692479578 42.3479067295494005 0),AINSWORTH 3 1,Buses,-99.90394418,42.34790673,66133
PointZ (-100.00238613927399456 42.27033693222239918 0),AINSWORTH 4 1,Buses,-100.0023861,42.27033693,66134
PointZ (-99.92074692122119473 42.30341467745800088 0),AINSWORTH 5 1,Buses,-99.92074692,42.30341468,66135
PointZ (-99.92074692122119473 42.29542658815140044 0),AINSWORTH 5 2,Buses,-99.92074692,42.29542659,66136
PointZ (-99.90994692122120568 42.30341467745800088 0),AINSWORTH 5 3,Buses,-99.90994692,42.30341468,66137
PointZ (-99.91638352142949486 42.44322891432430112 0),AINSWORTH 6 1,Buses,-99.91638352,42.44322891,67507
PointZ (-99.91638352142949486 42.43127304486210249 0),AINSWORTH 6 2,Buses,-99.91638352,42.43127304,67508
PointZ (-99.89298352142949966 42.43246872652510149 0),AINSWORTH 6 3,Buses,-99.89298352,42.43246873,67509
PointZ (-99.89838352142949418 42.43127304005560063 0),AINSWORTH 6 4,Buses,-99.89838352,42.43127304,67510
PointZ (-99.89838352142949418 42.44455720132140186 0),AINSWORTH 6 5,Buses,-99.89838352,42.4445572,67511
PointZ (-99.89838352142949418 42.43791547030210154 0),AINSWORTH 6 7,Buses,-99.89838352,42.43791547,67512
PointZ (-76.42941478671299649 39.78256750945730147 0),AIRVILLE 1,Buses,-76.42941479,39.78256751,13585
PointZ (-76.42509478671300371 39.78312081056770211 0),AIRVILLE 2,Buses,-76.42509479,39.78312081,13586
PointZ (-93.51243149558369794 46.48708625683340045 0),AITKIN 1 1,Buses,-93.5124315,46.48708626,48985
PointZ (-93.51243149558369794 46.47964975365589879 0),AITKIN 1 2,Buses,-93.5124315,46.47964975,48986
PointZ (-93.50163149558369469 46.48708625683340045 0),AITKIN 1 3,Buses,-93.5016315,46.48708626,48987
PointZ (-93.692980168103702 46.49281484722499869 0),AITKIN 2 1,Buses,-93.69298017,46.49281485,48988
PointZ (-93.68218016810369875 46.49405403282940341 0),AITKIN 2 2,Buses,-93.68218017,46.49405403,48989
PointZ (-93.65364156040340049 46.37564250905590058 0),AITKIN 3 1,Buses,-93.65364156,46.37564251,48990
PointZ (-93.64284156040339724 46.37067480627180061 0),AITKIN 3 2,Buses,-93.64284156,46.37067481,48991
PointZ (-93.64284156040339724 46.3768843619009985 0),AITKIN 3 3,Buses,-93.64284156,46.37688436,48992
PointZ (-94.61799474946509747 46.98051524188900174 0),AKELEY 1,Buses,-94.61799475,46.98051524,49179
PointZ (-78.53163782099659329 43.05780237672340149 0),AKRON 1 1,Buses,-78.53163782,43.05780238,7955
PointZ (-81.42567774213389953 41.10761344606800094 0),AKRON 10 1,Buses,-81.42567774,41.10761345,37914
PointZ (-81.42135774213390675 41.10869844062960254 0),AKRON 10 2,Buses,-81.42135774,41.10869844,37915
PointZ (-81.58306650070510102 41.10179016316409673 0),AKRON 11 1,Buses,-81.5830665,41.10179016,38042
PointZ (-81.57874650070509404 41.09961992781759932 0),AKRON 11 2,Buses,-81.5787465,41.09961993,38043
PointZ (-81.5176320024502985 41.13388739559449903 0),AKRON 12 1,Buses,-81.517632,41.1338874,38044
PointZ (-81.58346139753500381 41.17034690413800035 0),AKRON 13 1,Buses,-81.5834614,41.1703469,38045
PointZ (-81.45051206787580611 41.1032242046604992 0),AKRON 14 1,Buses,-81.45051207,41.1032242,38046
PointZ (-81.44619206787579913 41.10213911964510203 0),AKRON 14 2,Buses,-81.44619207,41.10213912,38047
PointZ (-81.44710748466819439 41.06397667377459726 0),AKRON 15 1,Buses,-81.44710748,41.06397667,38048
PointZ (-81.43990748466819696 41.0618051854548014 0),AKRON 15 2,Buses,-81.43990748,41.06180519,38049
PointZ (-81.44926748466819788 41.06120801222220251 0),AKRON 15 3,Buses,-81.44926748,41.06120801,38050
PointZ (-81.44710748466819439 41.06071941440760042 0),AKRON 15 4,Buses,-81.44710748,41.06071941,38051
PointZ (-81.43990748466819696 41.06451953366939733 0),AKRON 15 5,Buses,-81.43990748,41.06451953,38052
PointZ (-81.55720622740760462 41.0334997956043992 0),AKRON 16 1,Buses,-81.55720623,41.0334998,38053
PointZ (-81.55310289486260444 41.06702775592219723 0),AKRON 17 1,Buses,-81.55310289,41.06702776,38054
PointZ (-81.52737084902260278 41.09322334251299935 0),AKRON 18 1,Buses,-81.52737085,41.09322334,38055
PointZ (-81.55879924691480198 41.14961727621599863 0),AKRON 19 1,Buses,-81.55879925,41.14961728,38056
PointZ (-78.48091920402289645 43.0560828678390024 0),AKRON 2 1,Buses,-78.4809192,43.05608287,7956
PointZ (-81.64586199959289559 40.97692047219170064 0),AKRON 20 1,Buses,-81.645862,40.97692047,38057
PointZ (-81.47512541998000302 41.00886537763329898 0),AKRON 21 1,Buses,-81.47512542,41.00886538,38058
PointZ (-81.63229326944629349 41.0878646502668019 0),AKRON 22 1,Buses,-81.63229327,41.08786465,38059
PointZ (-81.48456236739899339 41.09659922652360109 0),AKRON 23 1,Buses,-81.48456237,41.09659923,38060
PointZ (-81.47077092514679464 41.02481920215939937 0),AKRON 24 1,Buses,-81.47077093,41.0248192,38061
PointZ (-81.47502568541260359 41.06061839562860172 0),AKRON 25 1,Buses,-81.47502569,41.0606184,38062
PointZ (-81.50272682294459514 40.97136562565380302 0),AKRON 26 1,Buses,-81.50272682,40.97136563,38063
PointZ (-81.49840682294460237 40.97299648324629828 0),AKRON 26 2,Buses,-81.49840682,40.97299648,38064
PointZ (-81.50490741737429801 41.01024017904789787 0),AKRON 27 1,Buses,-81.50490742,41.01024018,38065
PointZ (-81.52349306689299624 40.92385306800189682 0),AKRON 28 1,Buses,-81.52349307,40.92385307,38066
PointZ (-83.60361305086679806 43.62201016233750295 0),AKRON 29 1,Buses,-83.60361305,43.62201016,39174
PointZ (-78.56571659465639357 43.02366533447639796 0),AKRON 3 1,Buses,-78.56571659,43.02366533,7957
PointZ (-86.02017213107960458 41.07953098607959674 0),AKRON 30 1,Buses,-86.02017213,41.07953099,41638
PointZ (-96.44425767948119699 42.89972745425419731 0),AKRON 31 1,Buses,-96.44425768,42.89972745,53803
PointZ (-96.43993767948120421 42.89972745425419731 0),AKRON 31 2,Buses,-96.43993768,42.89972745,53804
PointZ (-96.5663839590906008 42.77078353699410229 0),AKRON 32 1,Buses,-96.56638396,42.77078354,53805
PointZ (-96.5663839590906008 42.7676122464877011 0),AKRON 32 2,Buses,-96.56638396,42.76761225,53806
PointZ (-96.56206395909059381 42.77078353699410229 0),AKRON 32 3,Buses,-96.56206396,42.77078354,53807
PointZ (-81.72144569004309744 41.12295020526200062 0),AKRON 4 1,Buses,-81.72144569,41.12295021,37848
PointZ (-81.62207472030219435 41.20391123297410019 0),AKRON 5 1,Buses,-81.62207472,41.20391123,37849
PointZ (-81.64135835157600241 41.12296755258360292 0),AKRON 6 1,Buses,-81.64135835,41.12296755,37850
PointZ (-81.63703835157599542 41.12350992522929971 0),AKRON 6 2,Buses,-81.63703835,41.12350993,37851
PointZ (-81.72771242225860533 41.00817669885299921 0),AKRON 7 1,Buses,-81.72771242,41.0081767,37852
PointZ (-81.72339242225859834 41.0076333741145973 0),AKRON 7 2,Buses,-81.72339242,41.00763337,37853
PointZ (-81.56877390400539696 40.99797145927939823 0),AKRON 8 1,Buses,-81.5687739,40.99797146,37908
PointZ (-81.56157390400539953 40.99634121527339659 0),AKRON 8 2,Buses,-81.5615739,40.99634122,37909
PointZ (-81.57093390400540045 40.99411314891270308 0),AKRON 8 3,Buses,-81.5709339,40.99411315,37910
PointZ (-81.56877390400539696 40.99362405298970202 0),AKRON 8 4,Buses,-81.5687739,40.99362405,37911
PointZ (-81.56157390400539953 40.99960165903510045 0),AKRON 8 5,Buses,-81.5615739,40.99960166,37912
PointZ (-81.47714992313369464 40.93524648137059785 0),AKRON 9 1,Buses,-81.47714992,40.93524648,37913
PointZ (-86.8175607641585998 33.13755090136660186 0),ALABASTER 1 1,Buses,-86.81756076,33.1375509,29537
PointZ (-86.81036076415860236 33.13212464221710007 0),ALABASTER 1 2,Buses,-86.81036076,33.13212464,29538
PointZ (-86.81972076415860329 33.13447605775080262 0),ALABASTER 1 3,Buses,-86.81972076,33.13447606,29539
PointZ (-86.8175607641585998 33.13393342890370263 0),ALABASTER 1 4,Buses,-86.81756076,33.13393343,29540
PointZ (-86.81036076415860236 33.13815379785779669 0),ALABASTER 1 5,Buses,-86.81036076,33.1381538,29541
PointZ (-86.85799721692869468 33.18485863842879979 0),ALABASTER 2 1,Buses,-86.85799722,33.18485864,29542
PointZ (-86.85367721692870191 33.17823008050550015 0),ALABASTER 2 2,Buses,-86.85367722,33.17823008,29543
PointZ (-86.81694794901299872 33.21144435442089815 0),ALABASTER 3 1,Buses,-86.81694795,33.21144435,29544
PointZ (-86.78209098656249409 33.17592708618119701 0),ALABASTER 4 1,Buses,-86.78209099,33.17592709,29545
PointZ (-86.77777098656250132 33.17894020840689961 0),ALABASTER 4 2,Buses,-86.77777099,33.17894021,29546
PointZ (-82.45846646469979646 29.79965252849540036 0),ALACHUA 1 1,Buses,-82.45846646,29.79965253,26096
PointZ (-82.45414646469980369 29.80090210502400083 0),ALACHUA 1 2,Buses,-82.45414646,29.80090211,26097
PointZ (-82.42214918130669332 29.87349954640729877 0),ALACHUA 2 1,Buses,-82.42214918,29.87349955,26098
PointZ (-82.80698580551400312 32.14373248987600107 0),ALAMO 1 1,Buses,-82.80698581,32.14373249,25352
PointZ (-89.15420765935000702 35.82067920303369846 0),ALAMO 2 1,Buses,-89.15420766,35.8206792,31227
PointZ (-103.45969132179699557 48.55289118109190127 0),ALAMO 3 1,Buses,-103.4596913,48.55289118,69073
PointZ (-84.70168960261389657 45.56712489393400034 0),ALANSON 1 1,Buses,-84.7016896,45.56712489,38596
PointZ (-84.78309227099569512 45.50636557426729922 0),ALANSON 2 1,Buses,-84.78309227,45.50636557,38597
PointZ (-84.7751909579751981 45.38836905126539989 0),ALANSON 3 1,Buses,-84.77519096,45.38836905,38598
PointZ (-84.76439095797519485 45.38584072801239699 0),ALANSON 3 2,Buses,-84.76439096,45.38584073,38599
PointZ (-73.86146641518419642 42.73135343065219871 0),ALBANY 1 1,Buses,-73.86146642,42.73135343,7327
PointZ (-73.84774054083959527 42.66529214228189915 0),ALBANY 10 1,Buses,-73.84774054,42.66529214,7336
