Number,Name,AreaName,Nom kV,Vpu,kV,Vangle,Load MW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,Substation Longitude,Substation Latitude
217,WESTBROOK 2 1,Maine,115,1.03771,119.336,-130.07,7.58,2.43,,,,0,0,1,1,-70.33373698,43.69170522
218,WESTBROOK 3 1,Maine,115,1.0381,119.382,-130.02,7.58,1.66,,,,0,0,1,1,-70.40879197,43.70400015
219,WESTBROOK 4 1,Maine,115,1.03586,119.123,-130.14,7.58,3.16,,,,0,0,1,1,-70.36007879,43.69921367
220,WESTBROOK 4 2,Maine,115,1.03591,119.13,-130.13,,,,,,0,0,1,1,-70.35575879,43.69869312
221,WINDHAM 1 1,Maine,115,1.03915,119.502,-129.93,7.36,1.2,,,,0,0,1,1,-70.39849552,43.76404623
222,WINDHAM 2 1,Maine,115,1.03887,119.47,-129.89,7.36,1.39,,,,0,0,1,1,-70.42505781,43.78152587
223,WINDHAM 3 1,Maine,230,1.04068,239.357,-129.08,,,,,,0,0,1,1,-70.43962611,43.7491571
224,WINDHAM 3 2,Maine,115,1.03922,119.51,-129.83,,,,,,0,0,1,1,-70.43530611,43.74759675
225,WINDHAM 3 3,Maine,230,1.04064,239.347,-129.09,7.36,2.59,,,,0,0,1,1,-70.43530611,43.75019731
226,WINDHAM 4 1,Maine,115,1.03733,119.293,-129.85,2.77,0.4,,,,0,0,1,1,-70.36206279,43.81054082
227,WINDHAM 4 2,Maine,115,1.03731,119.291,-129.85,7.36,0.66,,,,0,0,1,1,-70.35774279,43.8110604
228,YARMOUTH 1 1,Maine,115,1.0404,119.646,-129.95,5.62,2.19,,,,0,0,1,1,-70.16816382,43.73279514
229,YARMOUTH 2 1,Maine,115,1.04006,119.607,-129.71,8.94,2.36,,,,0,0,1,1,-70.21673539,43.77251476
230,YARMOUTH 3 1,Maine,230,1.04103,239.438,-128.33,,,,,,0,0,1,1,-70.17026894,43.8799319
231,YARMOUTH 3 2,Maine,115,1.04036,119.641,-129.3,6.5,0.92,,,,0,0,1,1,-70.17026894,43.87629899
232,YARMOUTH 3 3,Maine,18,1.04012,18.722,-129.81,,,,,,0,0,1,1,-70.16090894,43.87624709
233,YARMOUTH 3 4,Maine,1,1.04012,1.04,-129.81,,,,,,0,0,1,1,-70.16306894,43.87577999
234,YARMOUTH 3 5,Maine,230,1.04109,239.451,-128.31,,,,,,0,0,1,1,-70.16306894,43.87941293
235,DIXFIELD 1 1,Maine,115,1.05002,120.752,-127.17,3.27,0.57,,,,0,0,1,1,-70.37690267,44.47306538
236,DIXFIELD 2 1,Maine,115,1.03399,118.909,-126.88,1.75,1.28,,,,0,0,1,1,-70.32036017,44.56070956
237,DIXFIELD 3 1,Maine,115,1.04177,119.803,-126.52,3.3,0.98,,,,0,0,1,1,-70.39870691,44.57016968
238,DIXFIELD 3 2,Maine,115,1.04179,119.805,-126.52,,,,,,0,0,1,1,-70.39438691,44.57016968
239,EUSTIS 1 1,Maine,115,1.04759,120.473,-126.86,,,,,,0,0,1,1,-70.57736135,45.33578971
240,EUSTIS 1 2,Maine,115,1.04759,120.472,-126.86,0.45,0.1,,,,0,0,1,1,-70.56656135,45.337055
241,FARMINGTON 1 1,Maine,230,1.03808,238.758,-126.47,,,,,-45.66,0,0,1,1,-70.17097281,44.65521512
242,FARMINGTON 1 2,Maine,115,1.03662,119.211,-126.74,,,,,,0,0,1,1,-70.16665281,44.65419077
243,FARMINGTON 1 3,Maine,230,1.03804,238.749,-126.48,6.65,2.35,,,,0,0,1,1,-70.16665281,44.65623946
244,FARMINGTON 2 1,Maine,115,1.03618,119.16,-126.78,,,,,,0,0,1,1,-70.10428393,44.67516857
245,FARMINGTON 2 2,Maine,115,1.03613,119.155,-126.78,5.83,2.84,,,,0,0,1,1,-70.09996393,44.67619255
246,FARMINGTON 3 1,Maine,115,1.03478,119,-126.89,7.65,3.56,,,,0,0,1,1,-70.0796614,44.62019239
247,JAY 1 1,Maine,115,1.04088,119.701,-126.84,4.68,0.8,,,,0,0,1,1,-70.21408157,44.48409898
248,JAY 2 1,Maine,115,1.03986,119.584,-127,,,,,,0,0,1,1,-70.11178219,44.50736359
249,JAY 2 2,Maine,115,1.03985,119.583,-127,2.8,0.9,,,,0,0,1,1,-70.10746219,44.50787706
250,JAY 3 1,Maine,115,1.03429,118.943,-126.92,2.8,0.29,,,,0,0,1,1,-70.1689976,44.60499463
251,KINGFIELD 1,Maine,115,1.04323,119.971,-126.87,2.19,0.33,,,,0,0,1,1,-70.18607587,45.06987042
252,PHILLIPS 1 1,Maine,115,1.03639,119.185,-126.53,3.46,1.25,,,-19.72,0,0,1,1,-70.44408498,44.83470967
253,PHILLIPS 1 2,Maine,115,1.03664,119.213,-126.53,,,,,,0,0,1,1,-70.43328498,44.83470967
254,RANGELEY 1 1,Maine,115,1.04455,120.124,-127.08,,,,,,0,0,1,1,-70.59414622,45.04270233
255,RANGELEY 1 2,Maine,115,1.04455,120.123,-127.08,2.23,0.12,,,,0,0,1,1,-70.58334622,45.04524596
256,RANGELEY 2 1,Maine,115,1.04236,119.871,-126.82,1.06,0.12,,,14.32,0,0,1,1,-70.55151382,44.92620413
257,STRONG 1 1,Maine,230,1.04397,240.113,-126.22,4.16,0.87,,,,0,0,1,1,-70.29579223,45.01038196
258,STRONG 2 1,Maine,115,1.04411,120.072,-127.03,1.74,0.27,,,,0,0,1,1,-70.41048063,44.98075619
259,WILTON 1 1,Maine,115,1.03405,118.916,-126.79,2.3,1.1,,,-10.83,0,0,1,1,-70.32173898,44.63168066
260,WILTON 2 1,Maine,115,1.03547,119.079,-126.76,,,,,,0,0,1,1,-70.34164242,44.66036874
261,WILTON 2 2,Maine,115,1.03546,119.078,-126.76,3.41,0.6,,,,0,0,1,1,-70.33732242,44.66088086
262,WILTON 3 1,Maine,115,1.03403,118.913,-126.9,2.59,0.81,,,,0,0,1,1,-70.25019946,44.5809021
263,WILTON 3 2,Maine,115,1.03404,118.915,-126.9,,,,,,0,0,1,1,-70.24587946,44.58038927
264,BAR HARBOR 1 1,Maine,115,1.0447,120.141,-126.41,3.92,0.83,,,,0,0,1,1,-68.41087557,44.47298717
265,BAR HARBOR 2 1,Maine,230,1.04348,239.999,-125.8,,,,,,0,0,1,1,-68.3065522,44.40736674
266,BAR HARBOR 2 2,Maine,230,1.04342,239.986,-125.8,8.65,3.76,,,,0,0,1,1,-68.2957522,44.40865261
267,BLUE HILL 1 1,Maine,115,1.0432,119.968,-126.75,,,,,,0,0,1,1,-68.53979422,44.47217145
268,BLUE HILL 1 2,Maine,115,1.04319,119.967,-126.75,1.55,0.68,,,,0,0,1,1,-68.53547422,44.47217145
269,BLUE HILL 2 1,Maine,115,1.04244,119.881,-127.05,3.7,0.56,,,,0,0,1,1,-68.63197172,44.34678224
270,BLUE HILL 2 2,Maine,115,1.04246,119.883,-127.05,,,,,,0,0,1,1,-68.62765172,44.34575246
271,BLUE HILL 3 1,Maine,115,1.04374,120.03,-126.62,2.33,0.71,,,,0,0,1,1,-68.48873081,44.43292112
272,BROOKLIN 1,Maine,115,1.0419,119.818,-126.66,,,,,,0,0,1,1,-68.4616809,44.15373196
273,BROOKLIN 2,Maine,115,1.0419,119.818,-126.66,1.39,0.09,,,,0,0,1,1,-68.4508809,44.1550234
274,BROOKSVILLE 1 1,Maine,115,1.03971,119.566,-127,2.24,0.3,,,-18.24,0,0,1,1,-68.79831239,44.31261756
275,BROOKSVILLE 1 2,Maine,115,1.0399,119.588,-127,,,,,,0,0,1,1,-68.79399239,44.31210237
276,BUCKSPORT 1 1,Maine,115,1.04554,120.237,-126.53,3.25,1.23,,,,0,0,1,1,-68.71608355,44.57597199
277,BUCKSPORT 2 1,Maine,115,1.04571,120.256,-126.67,3.88,0.54,,,,0,0,1,1,-68.80400415,44.52258642
278,BUCKSPORT 3 1,Maine,115,1.04578,120.265,-126.43,3.2,1.05,,,,0,0,1,1,-68.66101111,44.59522365
279,CHERRYFIELD 1,Maine,115,1.0481,120.531,-126.53,,,,,,0,0,1,1,-67.91407249,44.79367427
280,CHERRYFIELD 2,Maine,115,1.04808,120.529,-126.53,2.44,0.66,,,,0,0,1,1,-67.90327249,44.79495162
281,ELLSWORTH 1 1,Maine,115,1.04911,120.648,-126.38,,,,,,0,0,1,1,-68.34946567,44.66202214
282,ELLSWORTH 1 2,Maine,115,1.04909,120.645,-126.39,7.58,0.53,,,,0,0,1,1,-68.34514567,44.66253425
283,ELLSWORTH 2 1,Maine,115,1.04913,120.65,-126.37,7.48,1,,,,0,0,1,1,-68.39137238,44.63619364
284,ELLSWORTH 3 1,Maine,230,1.0489,241.246,-125.95,,,,,,0,0,1,1,-68.36839687,44.64451061
285,ELLSWORTH 3 2,Maine,115,1.04948,120.69,-126.35,,,,,,0,0,1,1,-68.36407687,44.64246151
286,ELLSWORTH 3 3,Maine,230,1.04888,241.241,-125.96,7.48,0.5,,,,0,0,1,1,-68.36407687,44.64553513
287,FRANKLIN 1 1,Maine,115,1.04548,120.23,-126.56,,,,,,0,0,1,1,-68.18217213,44.59484884
288,FRANKLIN 1 2,Maine,115,1.04547,120.229,-126.56,1.11,0.14,,,,0,0,1,1,-68.17137213,44.59613058
289,FRANKLIN 2 1,Maine,115,1.04703,120.408,-126.5,,,,,,0,0,1,1,-68.16105207,44.65547839
290,FRANKLIN 2 2,Maine,115,1.04701,120.406,-126.5,2.93,1.23,,,,0,0,1,1,-68.15025207,44.65803918
291,GOULDSBORO 1 1,Maine,115,1.04327,119.976,-126.65,3.75,1.12,,,,0,0,1,1,-68.10499355,44.42784494
292,HANCOCK 1 1,Maine,115,1.04411,120.073,-126.63,1.62,0.48,,,,0,0,1,1,-68.22329333,44.50429991
293,HOLDEN 1 1,Maine,115,1.04602,120.292,-125.72,3.58,0.52,,,,0,0,1,1,-68.67192904,44.77224186
294,HOLDEN 1 2,Maine,115,1.04603,120.294,-125.72,,,,,,0,0,1,1,-68.66760904,44.77173073
295,HOLDEN 2 1,Maine,115,1.04637,120.333,-125.97,,,,,,0,0,1,1,-68.71086256,44.73101539
296,HOLDEN 2 2,Maine,115,1.04636,120.331,-125.97,2.72,0.77,,,,0,0,1,1,-68.70654256,44.73254987
297,HOLDEN 3 1,Maine,115,1.04572,120.257,-125.71,,,,,,0,0,1,1,-68.60221762,44.75792673
298,HOLDEN 3 2,Maine,115,1.04569,120.254,-125.72,4.53,1.46,,,,0,0,1,1,-68.59789762,44.75792673
299,MOUNT DESERT 1 1,Maine,115,1.04203,119.833,-126.49,2.6,1.21,,,,0,0,1,1,-68.28787629,44.31364291
300,MOUNT DESERT 2 1,Maine,230,1.04019,239.244,-125.9,,,,,-29.54,0,0,1,1,-68.34061096,44.25050134
301,MOUNT DESERT 2 2,Maine,115,1.04209,119.84,-126.42,2.88,0.05,,,,0,0,1,1,-68.32981096,44.24534378
302,MOUNT DESERT 2 3,Maine,230,1.0405,239.316,-125.89,,,,,,0,0,1,1,-68.32981096,44.25179065
303,ORLAND 1,Maine,115,1.04259,119.898,-126.9,3.53,0.92,,,,0,0,1,1,-68.62611848,44.47237348
304,SOUTHWEST HARBOR 1 1,Maine,115,1.04223,119.856,-126.52,2.67,0.75,,,,0,0,1,1,-68.35633219,44.29018375
305,SOUTHWEST HARBOR 2 1,Maine,115,1.04118,119.735,-126.77,,,,,-3.72,0,0,1,1,-68.32338808,44.1065636
306,SOUTHWEST HARBOR 2 2,Maine,115,1.04117,119.735,-126.77,1.09,0.56,,,,0,0,1,1,-68.31258808,44.10785607
307,STONINGTON 1 1,Maine,115,1.04214,119.846,-126.97,1.63,0.26,,,,0,0,1,1,-68.55466982,44.21197444
308,STONINGTON 2 1,Maine,115,1.0434,119.991,-127.04,1.46,0.61,,,,0,0,1,1,-68.6033795,44.11627743
309,SULLIVAN 1 1,Maine,115,1.04448,120.115,-126.59,1.55,0.5,,,-5.6,0,0,1,1,-68.14913571,44.5303341
310,ALBION 1 1,Maine,115,1.03733,119.293,-126.03,2.35,0.41,,,,0,0,1,1,-69.45796696,44.5485547
311,AUGUSTA 1 1,Maine,230,1.04212,239.687,-126.28,,,,,,0,0,1,1,-69.65554305,44.40096835
312,AUGUSTA 1 2,Maine,115,1.04366,120.021,-126.9,,,,,,0,0,1,1,-69.64834305,44.39891067
313,AUGUSTA 1 3,Maine,18,1.04521,18.814,-127.47,,,,,,0,0,1,1,-69.65770305,44.39783035
314,AUGUSTA 1 4,Maine,1,1.04521,1.045,-127.47,,,,,,0,0,1,1,-69.65554305,44.39736736
315,AUGUSTA 1 5,Maine,230,1.04205,239.671,-126.29,13.71,3.19,,,,0,0,1,1,-69.64834305,44.40148276
316,AUGUSTA 2 1,Maine,115,1.03805,119.376,-126.74,11.28,1.53,,,,0,0,1,1,-69.71436879,44.4144476
317,AUGUSTA 3 1,Maine,230,1.0402,239.246,-126.15,,,,,,0,0,1,1,-69.74532649,44.44713423
318,AUGUSTA 3 2,Maine,115,1.04165,119.79,-126.95,11.28,1.38,,,,0,0,1,1,-69.74532649,44.44405012
319,AUGUSTA 3 3,Maine,230,1.04022,239.251,-126.14,,,,,,0,0,1,1,-69.74100649,44.44662022
320,AUGUSTA 4 1,Maine,500,1.04647,523.233,-125.84,,,,,105.73,0,0,1,1,-69.81120771,44.29431534
321,AUGUSTA 4 2,Maine,230,1.04923,241.323,-126.63,,,,,,0,0,1,1,-69.81120771,44.29070779
322,AUGUSTA 4 3,Maine,115,1.04278,119.92,-127.28,,,,,,0,0,1,1,-69.80400771,44.28813083
323,AUGUSTA 4 4,Maine,13.8,1.02961,14.209,-128.7,17.55,8.2,,,,0,0,1,1,-69.81336771,44.28756388
324,AUGUSTA 4 5,Maine,1,1.04244,1.042,-127.31,,,,,,0,0,1,1,-69.81120771,44.28710002
325,AUGUSTA 4 6,Maine,500,1.04602,523.009,-125.76,,,,,,0,0,1,1,-69.80400771,44.29431534
326,AUGUSTA 4 8,Maine,230,1.04872,241.206,-126.69,,,,,,0,0,1,1,-69.80400771,44.29122317
327,BELGRADE 1 1,Maine,115,1.04187,119.815,-127.1,3.13,1.31,,,,0,0,1,1,-69.85875075,44.39711045
328,BELGRADE 2 1,Maine,115,1.0378,119.347,-126.44,1.64,0.69,,,,0,0,1,1,-69.73222671,44.54650681
329,CLINTON 1 1,Maine,115,1.04118,119.735,-126.35,3.35,0.47,,,,0,0,1,1,-69.53741221,44.68278862
330,FARMINGDALE 1 1,Maine,115,1.04229,119.863,-127.21,1.72,0.65,,,,0,0,1,1,-69.81747406,44.34644335
331,GARDINER 1 1,Maine,115,1.04296,119.941,-127.62,10.47,1.19,,,,0,0,1,1,-69.81511469,44.226096
332,GARDINER 2 1,Maine,230,1.04583,240.541,-127.15,,,,,,0,0,1,1,-69.79789688,44.18516834
333,GARDINER 2 2,Maine,115,1.0434,119.991,-127.66,,,,,,0,0,1,1,-69.79357688,44.18310308
334,GARDINER 2 3,Maine,230,1.04576,240.524,-127.15,9.66,4.78,,,,0,0,1,1,-69.79357688,44.18568464
335,GARDINER 3 1,Maine,115,1.04297,119.941,-127.5,7.74,1.61,,,,0,0,1,1,-69.72100606,44.27037345
336,LITCHFIELD 1 1,Maine,115,1.04228,119.862,-127.92,,,,,,0,0,1,1,-69.95716096,44.18668878
337,LITCHFIELD 1 2,Maine,115,1.04228,119.862,-127.92,2.06,0.06,,,,0,0,1,1,-69.95284096,44.18720507
338,LITCHFIELD 2 1,Maine,115,1.04289,119.932,-127.79,4.02,1.37,,,,0,0,1,1,-69.8403907,44.16814691
339,LITCHFIELD 3 1,Maine,115,1.04234,119.869,-127.99,2.06,0.43,,,,0,0,1,1,-69.92499924,44.14752198
340,LITCHFIELD 3 2,Maine,115,1.04235,119.87,-127.99,,,,,,0,0,1,1,-69.92067924,44.14597206
341,MONMOUTH 1 1,Maine,115,1.04212,119.844,-127.67,3.76,0.8,,,,0,0,1,1,-70.02838421,44.2039758
342,MOUNT VERNON 1 1,Maine,115,1.03967,119.562,-126.83,3.73,0.67,,,,0,0,1,1,-69.87088929,44.45924361
343,MOUNT VERNON 2 1,Maine,115,1.04035,119.64,-126.72,1.59,0.31,,,,0,0,1,1,-69.94033659,44.53505423
344,OAKLAND 1 1,Maine,115,1.03941,119.532,-126.6,,,,,,0,0,1,1,-69.92889677,44.60054582
345,OAKLAND 1 2,Maine,115,1.03938,119.529,-126.61,4.17,1.24,,,,0,0,1,1,-69.92457677,44.60105847
346,OAKLAND 2 1,Maine,230,1.0354,238.142,-125.9,,,,,-80.35,0,0,1,1,-69.86920267,44.57529399
347,OAKLAND 2 2,Maine,115,1.0386,119.439,-126.35,,,,,,0,0,1,1,-69.86488267,44.57426823
348,OAKLAND 2 3,Maine,230,1.03538,238.137,-125.9,4.17,1.08,,,,0,0,1,1,-69.86488267,44.57631973
349,OAKLAND 3 1,Maine,115,1.04121,119.739,-126.83,4.38,0.91,,,8.41,0,0,1,1,-69.85087351,44.53327972
350,READFIELD 1,Maine,115,1.04352,120.005,-127.22,0.67,0.06,,,,0,0,1,1,-69.96929903,44.39949116
351,READFIELD 2,Maine,115,1.04352,120.005,-127.22,1.5,0.15,,,,0,0,1,1,-69.96497903,44.40000558
352,SOUTH CHINA 1 1,Maine,115,1.04405,120.066,-126.68,2.53,0.58,,,,0,0,1,1,-69.53300378,44.41843349
353,SOUTH CHINA 2 1,Maine,115,1.04524,120.202,-127.09,3.88,0.51,,,,0,0,1,1,-69.40320866,44.36022958
354,SOUTH CHINA 3 1,Maine,230,1.04458,240.253,-126.41,,,,,21.47,0,0,1,1,-69.48741444,44.37204034
355,SOUTH CHINA 3 2,Maine,115,1.0468,120.383,-126.79,,,,,,0,0,1,1,-69.48309444,44.37049632
356,SOUTH CHINA 3 3,Maine,230,1.04455,240.246,-126.42,4.84,1.61,,,,0,0,1,1,-69.48309444,44.37306966
357,UNITY 1,Maine,115,1.03353,118.856,-125.84,1.23,0.32,,,-24.22,0,0,1,1,-69.38564971,44.59219559
358,VASSALBORO 1 1,Maine,115,1.04261,119.9,-126.59,0.07,0.02,,,,0,0,1,1,-69.60151827,44.46527772
359,VASSALBORO 1 2,Maine,115,1.0426,119.898,-126.59,2.43,0.58,,,,0,0,1,1,-69.59719827,44.46579157
360,VASSALBORO 2 1,Maine,115,1.038,119.37,-126.52,2.5,0.92,,,,0,0,1,1,-69.72752644,44.49797859
361,WATERVILLE 1 1,Maine,230,1.03947,239.078,-125.94,,,,,9.07,0,0,1,1,-69.54438208,44.58969033
362,WATERVILLE 1 2,Maine,115,1.04077,119.689,-126.16,13.36,7.01,,,,0,0,1,1,-69.54006208,44.58763929
363,WATERVILLE 1 3,Maine,230,1.0396,239.108,-125.93,,,,,,0,0,1,1,-69.54006208,44.59020308
364,WATERVILLE 2 1,Maine,230,1.04045,239.303,-126.01,,,,,,0,0,1,1,-69.59485372,44.52342931
365,WATERVILLE 2 2,Maine,115,1.04165,119.79,-126.51,12.56,5.93,,,,0,0,1,1,-69.59053372,44.52137594
366,WATERVILLE 2 3,Maine,230,1.04046,239.306,-126,,,,,,0,0,1,1,-69.59053372,44.52394264
367,WATERVILLE 3 1,Maine,115,1.03701,119.256,-126.29,11.35,9.95,,,,0,0,1,1,-69.61583341,44.58668245
368,WATERVILLE 3 2,Maine,115,1.03715,119.272,-126.28,,,,,,0,0,1,1,-69.61151341,44.58616967
369,WATERVILLE 4 1,Maine,115,1.03715,119.272,-126.34,,,,,,0,0,1,1,-69.62615146,44.55491802
370,WATERVILLE 4 2,Maine,115,1.03707,119.263,-126.35,11.38,4.31,,,,0,0,1,1,-69.62183146,44.55491802
371,WINDSOR 1 1,Maine,115,1.04241,119.877,-127.44,2.36,0.58,,,,0,0,1,1,-69.51820384,44.30373436
372,WINTHROP 1 1,Maine,115,1.04278,119.919,-127.47,5.36,1.16,,,,0,0,1,1,-69.95892273,44.26875468
373,WINTHROP 2 1,Maine,230,1.04277,239.838,-126.82,,,,,,0,0,1,1,-69.98709937,44.34727183
374,WINTHROP 2 2,Maine,115,1.04347,120,-127.25,,,,,,0,0,1,1,-69.98709937,44.34366753
375,WINTHROP 2 3,Maine,13.8,1.04343,14.399,-127.23,,,,,,0,0,1,1,-69.97773937,44.34413095
376,WINTHROP 2 4,Maine,1,1.04343,1.043,-127.23,,,,,,0,0,1,1,-69.97989937,44.34366753
377,WINTHROP 2 5,Maine,230,1.04274,239.83,-126.82,7.13,1.16,,,,0,0,1,1,-69.97989937,44.34830158
378,WINTHROP 2 7,Maine,230,1.04283,239.85,-126.81,,,,,,0,0,1,1,-69.97989937,44.34624205
379,WINTHROP 3 1,Maine,115,1.04269,119.909,-127.44,,,,,,0,0,1,1,-69.95123574,44.2908391
380,WINTHROP 3 2,Maine,115,1.04267,119.907,-127.44,3.47,0.77,,,,0,0,1,1,-69.94691574,44.29135447
381,CAMDEN 1 1,Maine,115,1.04625,120.318,-127.29,2.8,0.41,,,,0,0,1,1,-69.11762672,44.30949139
382,CAMDEN 2 1,Maine,230,1.04926,241.33,-126,,,,,,0,0,1,1,-68.96264449,44.2498349
383,CAMDEN 2 2,Maine,230,1.04923,241.323,-126,6.25,0.96,,,,0,0,1,1,-68.95832449,44.2498349
384,NORTH HAVEN 1 1,Maine,115,1.04407,120.068,-127.19,0.49,0.07,,,,0,0,1,1,-68.81485477,44.06263788
385,NORTH HAVEN 1 2,Maine,115,1.04407,120.068,-127.19,,,,,,0,0,1,1,-68.80405477,44.06134443
386,OWLS HEAD 1 1,Maine,115,1.0463,120.324,-127.32,1.79,0.77,,,,0,0,1,1,-69.05438117,44.01538354
387,OWLS HEAD 2 1,Maine,115,1.04613,120.305,-127.3,3.1,0.04,,,,0,0,1,1,-69.16529154,44.04940275
388,ROCKLAND 1 1,Maine,115,1.04567,120.252,-127.37,6.13,4,,,,0,0,1,1,-69.16570187,44.1603259
389,ROCKLAND 2 1,Maine,115,1.04567,120.252,-127.38,,,,,,0,0,1,1,-69.13816687,44.19558291
390,ROCKLAND 2 2,Maine,115,1.04563,120.247,-127.38,8.05,2.03,,,,0,0,1,1,-69.13384687,44.19609912
391,ROCKLAND 3 1,Maine,230,1.04755,240.937,-126.58,,,,,,0,0,1,1,-69.13864554,44.11883624
392,ROCKLAND 3 2,Maine,115,1.04646,120.343,-127.29,6.72,0.44,,,,0,0,1,1,-69.13864554,44.11470101
393,ROCKLAND 3 3,Maine,230,1.04762,240.951,-126.57,,,,,,0,0,1,1,-69.13432554,44.11831936
394,TENANTS HARBOR 1 1,Maine,115,1.04673,120.374,-127.71,,,,,,0,0,1,1,-69.27393101,43.94354487
395,TENANTS HARBOR 1 2,Maine,115,1.0467,120.37,-127.71,4.78,2,,,,0,0,1,1,-69.26313101,43.94484089
396,TENANTS HARBOR 2 1,Maine,230,1.04376,240.066,-126.84,,,,,-10.51,0,0,1,1,-69.25022863,44.0135017
397,TENANTS HARBOR 2 2,Maine,115,1.04886,120.619,-127.44,,,,,,0,0,1,1,-69.24590863,44.01194826
398,TENANTS HARBOR 2 3,Maine,230,1.04372,240.057,-126.85,4.9,2.57,,,,0,0,1,1,-69.24590863,44.0140195
399,UNION 1 1,Maine,115,1.04603,120.293,-127.14,2.94,0.68,,,,0,0,1,1,-69.30699165,44.26881839
400,UNION 2 1,Maine,230,1.04813,241.07,-126.42,,,,,,0,0,1,1,-69.23997556,44.28769462
401,UNION 2 2,Maine,115,1.04702,120.408,-127.01,,,,,,0,0,1,1,-69.23565556,44.28563295
402,UNION 2 3,Maine,230,1.04811,241.066,-126.42,3.84,0.78,,,,0,0,1,1,-69.23565556,44.28872542
403,UNION 3 1,Maine,115,1.04667,120.367,-127.08,4.41,1.01,,,,0,0,1,1,-69.28988351,44.34932706
404,WARREN 1 1,Maine,115,1.04647,120.344,-127.34,4.34,0.41,,,,0,0,1,1,-69.18313697,44.11630296
405,WARREN 2 1,Maine,115,1.04682,120.384,-127.38,5.23,1.66,,,,0,0,1,1,-69.27498224,44.15655346
406,WARREN 2 2,Maine,13.8,1.04682,14.446,-127.38,,,,,,0,0,1,1,-69.27714224,44.15340238
407,WARREN 2 3,Maine,13.8,1.04682,14.446,-127.38,,,,,,0,0,1,1,-69.27714224,44.15236921
408,WARREN 2 4,Maine,1,1.04682,1.047,-127.38,,,,,,0,0,1,1,-69.27498224,44.15293746
409,WARREN 2 5,Maine,115,1.04685,120.388,-127.38,,,,,,0,0,1,1,-69.26778224,44.15707002
410,WARREN 2 7,Maine,115,1.04682,120.384,-127.38,,,,,,0,0,1,1,-69.26778224,44.1544872
411,WARREN 3 1,Maine,115,1.04662,120.361,-127.38,,,,,,0,0,1,1,-69.24147697,44.0857263
412,WARREN 3 2,Maine,115,1.04661,120.36,-127.38,2.74,0.38,,,,0,0,1,1,-69.23715697,44.08624347
413,BOOTHBAY 1 1,Maine,115,1.044,120.06,-128.59,3.49,0.61,,,,0,0,1,1,-69.59593183,43.82243454
414,BOOTHBAY 2 1,Maine,230,1.04343,239.99,-128.13,,,,,34.83,0,0,1,1,-69.54652127,43.87362462
415,BOOTHBAY 2 2,Maine,115,1.04614,120.306,-128.38,5.47,2.8,,,,0,0,1,1,-69.54220127,43.87154848
416,BOOTHBAY 2 3,Maine,230,1.04321,239.939,-128.12,,,,,,0,0,1,1,-69.54220127,43.87414364
417,BOOTHBAY HARBOR 1,Maine,115,1.04194,119.823,-128.76,,,,,,0,0,1,1,-69.70467042,43.82730275
418,BOOTHBAY HARBOR 2,Maine,115,1.04191,119.82,-128.76,2.91,2.14,,,,0,0,1,1,-69.70035042,43.82782218
419,BRISTOL 1 1,Maine,115,1.04525,120.204,-128.28,2.76,0.62,,,,0,0,1,1,-69.50842226,43.93187046
420,BRISTOL 1 2,Maine,115,1.04527,120.206,-128.28,,,,,,0,0,1,1,-69.50410226,43.93135194
421,DAMARISCOTTA 1 1,Maine,115,1.04556,120.239,-127.81,1.28,0.34,,,,0,0,1,1,-69.51704582,44.08584748
422,DAMARISCOTTA 2 1,Maine,115,1.04488,120.162,-128.17,3.23,1.94,,,,0,0,1,1,-69.5912903,43.94906596
423,JEFFERSON 1 1,Maine,115,1.04211,119.843,-127.78,,,,,,0,0,1,1,-69.5604181,44.21619014
424,JEFFERSON 1 2,Maine,115,1.0421,119.842,-127.78,1.72,0.5,,,,0,0,1,1,-69.5560981,44.21670617
425,JEFFERSON 2 1,Maine,115,1.04374,120.031,-127.31,3.2,1.07,,,,0,0,1,1,-69.46869059,44.28577042
426,JEFFERSON 3 1,Maine,115,1.04446,120.113,-127.28,1.72,0.14,,,,0,0,1,1,-69.45311336,44.23703478
427,NEWCASTLE 1 1,Maine,115,1.04389,120.047,-127.94,,,,,,0,0,1,1,-69.6230781,44.04998218
428,NEWCASTLE 1 2,Maine,115,1.04388,120.046,-127.94,3.71,0.33,,,,0,0,1,1,-69.6187581,44.05049966
429,NEWCASTLE 2 1,Maine,115,1.04451,120.118,-127.98,3.88,2.32,,,,0,0,1,1,-69.51518562,44.01171755
430,WALDOBORO 1 1,Maine,115,1.04656,120.354,-127.55,3.87,0.76,,,,0,0,1,1,-69.405983,44.07246457
431,WALDOBORO 2 1,Maine,115,1.04504,120.18,-127.24,4.32,1.21,,,,0,0,1,1,-69.40937902,44.21302021
432,WALDOBORO 3 1,Maine,230,1.04796,241.03,-126.62,,,,,,0,0,1,1,-69.38604364,44.14754622
433,WALDOBORO 3 2,Maine,115,1.04743,120.454,-127.32,,,,,,0,0,1,1,-69.37884364,44.14547964
434,WALDOBORO 3 3,Maine,13.8,1.04761,14.457,-127.05,,,,,,0,0,1,1,-69.38820364,44.14491132
435,WALDOBORO 3 4,Maine,1,1.04761,1.048,-127.05,,,,,,0,0,1,1,-69.38604364,44.14444632
